free_text,label_id,split,is_text_null,is_text_empty
Nghe đc gì cht liền,0,train,False,False
đừng trù Gam nữa thầy?,0,train,False,False
Dành cho ae nào muốn test zô lấy link tải bản china,0,train,False,False
Tưởng k có tuổi vs vong ba gà,2,train,False,False
Làm nhẹ 3-0 cho nó ok,0,train,False,False
Haizzz thằng này nguy hiểm,0,train,False,False
Clear mái tóc xanh sạch đẹp :v,0,train,False,False
Lỗ đít nè chơi đi,1,train,False,False
Đẹp trai k abe :v,0,train,False,False
liu liu,0,train,False,False
Làm nhạc ri chết tụi học sinh,0,train,False,False
Non quá thầy ơi,2,train,False,False
Hai anh em :),0,train,False,False
Thầy đang nghĩ về cô em xinh tươi này ...,0,train,False,False
1tr súp rồi nhớ giữ lời hứa năm xưa nha thầy,0,train,False,False
Chào các dân chơi,0,train,False,False
:),0,train,False,False
:)))),0,train,False,False
Anh Ba giống Duke 2016 thời SKT. Đi top toàn chơi vs lính . 3 lane kia lo hết,0,train,False,False
nhường cho còn ko ăn đc,0,train,False,False
:(,0,train,False,False
Ỳe ỳe ỳe :3,0,train,False,False
Fan thầy lắm đấy 3 heo à,0,train,False,False
Điên,1,train,False,False
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),0,train,False,False
El Shin xin clip bạn ơi,0,train,False,False
Ai muốn video ib mình gửi nha 😊,0,train,False,False
Game gì đây ae,0,train,False,False
Nguyễn Đình Chung dô cái link thầy ghi trên stt đó,0,train,False,False
Cực kì thuyết phục 😂,0,train,False,False
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,2,train,False,False
reaction đi thầy ơi,0,train,False,False
"Các bạn win custom, vui lòng screenshot lịch sử trận đấu và inb về fanpage để thầy phát thẻ cào nhé!",0,train,False,False
Họa tiết rất tinh tế :)),0,train,False,False
Kênh của aba là kênh kĩ năng nghe chưa =)),0,train,False,False
Nghe có vẻ mina nhưng lại là abe :)),0,train,False,False
Giọng cô mina nay nghe kỳ vậy :)),0,train,False,False
"Anh sắp cover cô ""thắm không về"" ae nhớ ủng hộ",0,train,False,False
"Mình tính mua iphone 11 pro max hoặc iPhone xs max mà đang phân vân quá, ae cho hỏi giữa bên FPT shop và TGDD bên nào váy ngắn hơn v?",0,train,False,False
Như 2 giọt nước,0,train,False,False
Okela sơnbamtp,0,train,False,False
Abe hiểu ý học sinh quá!,0,train,False,False
Giọng cô mina nay nghe kỳ vậy :)),0,train,False,False
"duma hỗm em trúng dc 20k k dám chơi nhiều thầy ơi, so anh ba giáo án xạo lz",2,train,False,False
làm ít rượu táo mèo xong Tối Đá Phò Trên stream chứ thầy :),0,train,False,False
Nguyễn Bảo Nguyen Bao Minh lời hứa năm xưa,0,train,False,False
Nó cà khịa cụ kìa :<,0,train,False,False
khổ thân cmt ko ai like cho lên top,0,train,False,False
"Nên mua các bạn à, điện thoại sài tốt phết đấy",0,train,False,False
T phải phạt cô thật nặng mới được!,0,train,False,False
Popy đi Thầy,0,train,False,False
ầy ướt quần :<,0,train,False,False
Giống như tú cho abe blu,0,train,False,False
Trung quảng cáo 🤔,0,train,False,False
"Trọng bộ album VCD "" ĐI VỀ NƠI XA "" hay lắm giáo ơi ! 😍",0,train,False,False
quá đỉnh luôn ae à,0,train,False,False
Fan cứng dạo hả thầy lol 🤤,2,train,False,False
Nhật Trường giận bay màu😃,0,train,False,False
Link mấy phút,0,train,False,False
"📌https://www.facebook.com/thexuandoan/about
 
 
 
 AE CHƠI CÁ ĐỘ BANH BÓNG CẦN VỀ BỜ LIÊN HỆ @Đoàn Thế Xuân . KÈO LÊN FREE TRONG NHÓM KHÔNG THU PHÍ , KO LỢI DỤNG AE . RẤT CÓ TÂM VÀ NHIỆT TÌNH . RẤT NHIỀU AE ĐÃ VỀ BỜ . AE CỨ QUA THAM KHẢO .
 
 
 
 acc clone Thư Lê Chung Tiến k bt xem sv
 
 https://www.facebook.com/chungtien.thai.5 Chung Tiến Thư Ngọc Lê sever nào thế
 
 https://www.facebook.com/people/Nam-Ph%E1%BA%A1m/100032131115918 Nam Phạm Team công Túa kính chào thầy :v
 
 https://www.facebook.com/muabenai1261 Mưa Bên Ai Ae mua giày của shop này thì cẩn thận, nó quảng cáo trên kênh abe nên m mới tin đó
 
 https://www.facebook.com/people/Duy-Nguy%E1%BB%85n/100009626378204 Duy Nguyễn Trung trải đời, Trung phong trần, Trung giang hồ
 
 acc clone Kẻ Giấu Mặt Ok thay
 
 https://www.facebook.com/trunghaulecm Le Trung Hau Sela chỉ là con đ* qua đường của abe thôi sao.. !
 
 acc clone Đặng Ngọc Vũ Yêu liền
 
 acc clone Hiếu Phan Anh Trung Nghiện Ngập
 
 https://www.facebook.com/people/Ho%C3%A0ng-Nam/100038656787864 Hoàng Nam Sim số đẹp ib e nha
 
 https://www.facebook.com/people/V%C5%A9-Tu%E1%BA%A5n/100033773855731 Vũ Tuấn Thơm thầy cái nè
 
 https://www.facebook.com/Daradevild Quang Đại Đừng bao giờ tin thầy giáo ba đánh liên quân
 
 https://www.facebook.com/hqi.le Lê Việt Hải Thầy ơi
 
 https://www.facebook.com/vegeta0103me Bao Pham sẵn ạ hơi vã ạ
 
 https://www.facebook.com/truong.vuquang.3781 Quang Truong 2 ông chết với tui
 
 acc clone Đỗ Tấn Vương Giận nhăn người
 
 https://www.facebook.com/minhthang.huynh.5076 Huỳnh Minh Thắng Sp hay vậy mà🤣
 
 acc clone Phi Đang Học Bài Thâm thúy vlon4
 
 https://www.facebook.com/people/Tu%E1%BA%A5n-Anh/100006525856403 Tuấn Anh Bền
 
 https://www.facebook.com/chuong.thien.7758235 Thiện Chương Cho những ai quan tâm=))
 
 https://www.facebook.com/nguyenvanquymkt Nguyễn Thị Thanh Vy Tứk á
 
 https://www.facebook.com/people/Ng%C3%B4-Nguy%E1%BB%85n/100020270507927 Ngô Nguyễn Hãy gọi to tên anh3 Trung tấu hài 😂
 
 https://www.facebook.com/people/Nam-Ph%E1%BA%A1m/100032131115918 Nam Phạm Nick của chị team con chứ ko phải con chơi 😅
 
 acc clone Đăng Nguyển Một diễn viên hài và 1 huyền thoại
 
 acc clone Minh Huy tài năng trẻ với tài năng già :(((
 
 acc clone Trần Thanh Phong Lé giần né vơ đai :))))
 
 https://www.facebook.com/people/Drakin-Th%E1%BB%8Bnh/100036857641337 Drakin Thịnh Abe vô địch 😂
 
 https://www.facebook.com/people/%C4%90o%C3%A0n-Minh-T%C3%A2y/100005650848230 Đoàn Minh Tây Huyền thoạiiiiiiiiiiii
 
 https://www.facebook.com/phim.nguyenngoc.50 Ng Ng Phim Xin link nhạc lofi ạ :((
 
 https://www.facebook.com/people/C%C3%A1o/100020230269047 Cáo 
 
 https://www.facebook.com/hoangtu.mocoi.3 Trần Thanh Tuấn Nó bị gì là sao vậy mấy bro
 
 https://www.facebook.com/gia.luan.378 Luân Gia 
 
 https://www.facebook.com/people/Tu-Nguyen/100006426327290 Tu Nguyen Dancer Bacardo
 
 https://www.facebook.com/people/Nguy%E1%BB%85n-V%C4%83n-N%C4%83m/100012208298770 Nguyễn Văn Năm Tao bắn à nha
 
 https://www.facebook.com/thainanghn Đỗ Quang Năng Văn Vũ Trung sẽ vì Vũ làm thơ tình ái.
 
 https://www.facebook.com/SonqGoldsmith Hồng Gia Anh 2 ông già dễ thương vl =)))))))
 
 https://www.facebook.com/caothanh.chung.160297 Cao Thành Chung Edit tuyệt vời quá
 
 acc clone Hoàng Kiệt Anh ba rãnh làm clip qua nét của QTV đi a
 
 acc clone Dương Công Thức Bây h chú như nào
 
 https://www.facebook.com/nhok.huynh.9440 Tiến Con Cực thích a vũ vs aba đi kế nhau nha :))
 
 acc clone Nguyễn Hoàng Phú Bền gì tầm này nữa
 
 https://www.facebook.com/The.ky.0406 Nguyễn Thế Kỷ mọi người nghĩ gì về đồng tính 4.0
 
 https://www.facebook.com/ngochan.lethi.927980 Lê Thị Ngọc Hân Luân em chết thay anhhh :)))
 
 https://www.facebook.com/nhoc.haykhoc.39 Để Mai Tính Trí Dương để e chết thay a 😀
 
 https://www.facebook.com/arsenal.son.161 Nguyễn Sơn Bền chỗ nào z ?
 
 acc clone Chun Phạm 
 
 acc clone Chun Phạm 
 
 acc clone Hoắc Vĩ Hồng Giống tui với quí dị quá Dũng Chí Vương, amen
 
 acc clone Tấn Lực Abe đổi kèo đâm lỗ nhị với người khác rồi😥
 
 https://www.facebook.com/transs.hungss.90 Hưng Minh Tran Kì thi lần này có công của thầy nha :v
 
 acc clone Lâm Tuấn Kiệt Lên
 
 acc clone Tạ Quang Hùng Cái kết của việc k tin vào chuyện TÂM LINH
 
 https://www.facebook.com/thugiang.nguyenthi.961 Nguyễn Thị Thugiang 📌https://www.facebook.com/thexuandoan/about",0,train,False,False
rửa nách cho tiểu tiểu đi anh ba,0,train,False,False
ổng tưởng ko đc.hóa ra đc thâtj.hihi.sbtc vô địch,0,train,False,False
Đình Quang ụa đâu có giải gì bên vn đau ta,0,train,False,False
Anh Trung Giả Kim 😂,0,train,False,False
Nghe ns chuyến này thầy đánh cko skt,0,train,False,False
Hoàng cn về làm vài nháy chứ béo gì kkk,0,train,False,False
pò viên phải ko mn,0,train,False,False
Xem thầy từ lúc 10k sub,0,train,False,False
Ncc,1,train,False,False
Cực kì thuyết phục :),0,train,False,False
Đoàn Văn Ngọc Sơn abe nhái bản quyền rồi cụ tổ ơi !,0,train,False,False
Trần Nhật Hoài ai bit,0,train,False,False
Đáng sợ:))) thả tim cho abe❤️,0,train,False,False
Combat lùi abe ơiii,0,train,False,False
Dạng háng bắt Sele buscu chứ gì thầy 😍,2,train,False,False
Bán kênh đi thầy,0,train,False,False
Huy Mikochi in ở đâu v ta. Ib cho ai bh,0,train,False,False
làm giáo án xóa kênh đi thầy,0,train,False,False
Rất chi là có sức hút :)),0,train,False,False
Cực kỳ thuyết phục 🤣,0,train,False,False
Ae thất lạc của abe ak,0,train,False,False
Con bóng sadec =]],2,train,False,False
Tối Thầy stream đá phò đi thầy ơi,2,train,False,False
Anh bar .,0,train,False,False
Countdown cực mạnh =)),0,train,False,False
ổng tưởng ko đc.hóa ra đc thâtj.hihi.sbtc vô địch,0,train,False,False
Tụi m hong học thầy bắn sml 🤣🤣,0,train,False,False
Chí quá thầy ơi,0,train,False,False
Năm mới thầy còn chơi bê đê nữa không thầy ?,0,train,False,False
Buồn của abe là niềm vui của tú,0,train,False,False
Đồ Uyển Đình Ngọc dcm=)) chai sting vô đầu nha,2,train,False,False
Hít keo chó nhiều quá dẫn tới hậu quả bị ngáo đá,0,train,False,False
Abe căng =)),0,train,False,False
thầy có nhận học sinh cá biệt hông thầy :))),0,train,False,False
hahaaha thầy là thầy đấy,0,train,False,False
nghệ sĩ nhân dân hài liên minh,0,train,False,False
"Anh sắp cover cô ""thắm không về"" ae nhớ ủng hộ",0,train,False,False
Abe là một huyền thoại 😉,0,train,False,False
sell slot cho đỡ căng,0,train,False,False
:(( anh trung đít bự,0,train,False,False
Mỏ này là mỏ gì đây mọi người :))),0,train,False,False
Ok thầy nhé,0,train,False,False
abe làm hết mà 🤗,0,train,False,False
Giờ mới biết ba gà có anh em sinh đôi 😌,0,train,False,False
Coi kênh thầy đéo bh bật loa ngoài =)),0,train,False,False
Đọc thần chú j v thầy 🤣,0,train,False,False
Xin video với broh,0,train,False,False
Levi làm quả call quá chi làm suất sắc =)),0,train,False,False
Hoàng Nguyễn Trung Kiên t nói thật. Thầy Ba chưa bh chiến thắng Duke và Duke cũng v. Nên trình ai hơn ai thì chưa biết đc đâu :v...,0,train,False,False
Mong là k lủng như năm qua :v,0,train,False,False
Cực kì thuyết phục :)),0,train,False,False
áo khá xịn xò :v,0,train,False,False
Trần Đạt xin video đi ông,0,train,False,False
Ai đó hãy ghép thay cái chai sting bằng cái khác đi :3,0,train,False,False
Lạy chúa con còn lứa tuổi học sinh :)),0,train,False,False
BaLight Liên Minh susan hay hơn 😂,0,train,False,False
.,0,train,False,False
Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,2,train,False,False
Ok abe,0,train,False,False
Có phải chăng thầy bị ngộ độc mùi dạ hương?,0,train,False,False
🤣🤣🤣🤣,0,train,False,False
Fan cứng có khác :))))),0,train,False,False
Đáng sợ:))) thả tim cho abe❤️,0,train,False,False
Thực ra abe chỉ ngồi chỉ đạo thôi bàn phím vs chuột đều là do cường 7 núi cầm,0,train,False,False
Linh An đeo hỉu hahhaha,0,train,False,False
Tưởng đôi này :)),0,train,False,False
thầy của tụi bay nè,0,train,False,False
Thầy ơi làm giáo án susan đi thầy 🥴,0,train,False,False
Bí kiếp Susan 0175,0,train,False,False
Lam Pham Ai Chau add em dí sis ơi,0,train,False,False
Con bóng??,1,train,False,False
"Ok thầy, thầy sela",0,train,False,False
nhan nay` de lam j nhi ?,0,train,False,False
Võ Minh Hiếu check ib ông ơi,0,train,False,False
Tuổi lồn sánh vai,1,train,False,False
thôi em cũng ạ thầy,0,train,False,False
😆,0,train,False,False
Mạnh mẽ và Nam tính,0,train,False,False
Nguyễn Anh Trung ok,0,train,False,False
đem hẳn đặc sản ra trình làng,0,train,False,False
liu liu,0,train,False,False
trung sonic :)₫,0,train,False,False
Cho hỏi nhận 1 cái 2 lần thì dc thêm cái j ko ?,0,train,False,False
Ráng qc kiếm tiền nuôi vợ con chứ đừng như e,0,train,False,False
Học anh ba có mà chớt :3,0,train,False,False
"Ko phải chê gì chứ khả năng win của sbtc quá cao. Sela kidz clear vs petland toàn những thanh niên chuyên nghiệp try hard vkl sao những ""ông già"" bên kia chơi lại. Còn thầy lồn thì t xin mạng phép bỏ qua ko nói tới coi như sbtc 4 đánh 6",2,train,False,False
Lần đầu đc thầy 3 thả trym,0,train,False,False
Tu Tuan hâhhaa sao mà bỏ qua được ba tú,0,train,False,False
Thịt lợn tăng,0,train,False,False
Land : aba giải thích đi thế lày là thế lào :'(,0,train,False,False
sale 99% thì e mua :>,0,train,False,False
Áo chất,0,train,False,False
Clear đang gội đầu.,0,train,False,False
Được 2 cái,0,train,False,False
B52 thích láy máy bay bà già =)),0,train,False,False
nhìn nứng gkê ak abe ơi!!!,1,train,False,False
thầy ơi chỉ em với sao em không cài đặt được phím trang bị,0,train,False,False
Tết thầy mà để Sela xông nhà là năm sau tán gia bại sản luôn đó thầy.,0,train,False,False
cho mình xin giá em này ạ,0,train,False,False
Cô my cho ăn chai sting vô đầu nha thầy,0,train,False,False
Trần Nhật Hoài nhai lại nhiều thì nó quen ông ạ,0,train,False,False
Haiz,0,train,False,False
.,0,train,False,False
Ở một diễn biến khác,0,train,False,False
Chán,0,train,False,False
Thầy Lol bữa kêu ko reaction nữa sau vụ Hương Ly r mà😂😂,2,train,False,False
BaVi :)),0,train,False,False
Phạm Nguyễn Cát Vy ai biết .,0,train,False,False
Nguyễn kim chuẩn bị được buff cực mạnh rồi Nam Nguyen,0,train,False,False
😆😆😆😆,0,train,False,False
Lê Hoàng Trọng xin video,0,train,False,False
Em có hộp rượu Táo Mèo Muốn gửi abe sài năm học mới ạ !,0,train,False,False
"Về chính trị, chúng tuyệt đối không cho nhân dân ta một chút tự do dân chủ nào.",2,train,False,False
Bao giờ nước ngập lên đến háng thì TP HCM sẽ được gọi = Sài Gòn !,2,train,False,False
Thầy k live à thầy,0,train,False,False
Chơi tí đồ ăn mừng,0,train,False,False
Hieu Trung ưng vcc mà,1,train,False,False
Ông thầy số hưởng và...,0,train,False,False
Nay mới hết kì 1 mà năm học mới gì v cha ba rọi béo,0,train,False,False
Chụp cái màn hình thua game =],0,train,False,False
Chán thầy,0,train,False,False
Trung ben10,0,train,False,False
MC Phan Trung :)),0,train,False,False
cái gì thế :)),0,train,False,False
Trần Nhựt Linh nè,0,train,False,False
Anh trung bú đá,2,train,False,False
<3,0,train,False,False
d4ng' y3u^ gk3^ :))),0,train,False,False
Cực kì thuyết phục thầy ơi,0,train,False,False
Cố lên Thầy ơi,0,train,False,False
Trung Now never dieeeeeeeeee,0,train,False,False
Về lẹ xóa kênh thầy ơii,0,train,False,False
-.-,0,train,False,False
Ai đi ngang qua vào wall em like avt mới dùm em ạ. Em cảm ơn nhiều 😢🙆‍♀️,0,train,False,False
Tính tiền,0,train,False,False
Ko liên quan lắm 🤣🤣,0,train,False,False
Chưa thấy giáo án 24h ngoài đường mô nha thầy.-.,0,train,False,False
iu thầy dấu bé ba :),0,train,False,False
Háo thắng ham vui câu nói dành cho abe,0,train,False,False
Trương Đình Thi lúc đầu chưa chơi đã bị sp chửi ? Xong feed dần thế là feed luôn,0,train,False,False
Anh Trung trộm vé số,0,train,False,False
Cho mình hỏi nút vàng đc làm bằng chất liệu j z,0,train,False,False
hay vậy ai hay lại thầy,0,train,False,False
Thầy xạo lol hả thầy,2,train,False,False
????,0,train,False,False
Thứ bóng dơ,1,train,False,False
B52,0,train,False,False
Rừng said :Cho còn đéo ăn được :))),0,train,False,False
Thầy lol chúc chỉ có rớt,0,train,False,False
Ngọc Hào la sao ong,0,train,False,False
Em sẽ chờ súprai kênh mới của thầy... Yêu thầy :(((((((,0,train,False,False
Thầy ơi giáo án mới 0177 của con nè :),0,train,False,False
Trung cũng có xe nè Mn. Anh Tiệp tuổi gì.,0,train,False,False
:))) chiều về ngủ ngoài đường nha thầy,0,train,False,False
Hieu Trung ưng vcc mà,0,train,False,False
Thầy làm gì cũng được đừng ra MV hát là được nha thầy. Nói chứ dm mãi yêu thầy,0,train,False,False
hôm nay GAM Thua nữa thì lập kênh Thầy Giáo LMHT Tốc Chiến và Thầy Giáo Thẻ Bài nha,0,train,False,False
"Meta mới, susan đi bot =)))",0,train,False,False
Hồ Tuấn KiệtKiệt xóa r ông ơi :)),0,train,False,False
Gội đầu bằng Clear rồi như thầy nè,0,train,False,False
Nói chung được cái tấu hài với gáy khét thôi,0,train,False,False
Chắc ko hài,0,train,False,False
Văn Qúy xin video bạn ơi,0,train,False,False
Ngô Phước Minh mặt thầy tựa tựa Binz sao sao ấy có nào như tao không?,0,train,False,False
"Đúng nghĩa "" Bóp Dái Cả Team"" Thầy đánh ntn Lủng hết rồi.",0,train,False,False
Ai đây không phải thầy của tui :)),0,train,False,False
Đào ĐứcAnh,0,train,False,False
Đéo 🤣,1,train,False,False
Cô zô nét nhà t mà :v,0,train,False,False
Chạy đi rồi trượt 1 xải dài,0,train,False,False
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),1,train,False,False
"Còn âm ý chứ 0,01 đã tốt 😂😂",0,train,False,False
Bổ ích vl,0,train,False,False
"Tu Tuan yêu ba lắm, ba mỹ <3",0,train,False,False
hát như cái đách lồn dị đó Abe:),2,train,False,False
Gội đầu bằng Clear rồi như thầy nè,0,train,False,False
Nguyen Xuan Thanh hít keo chó là ngáo keo chó chứ😂,0,train,False,False
Sad,0,train,False,False
Đệt cmm 😃,1,train,False,False
Yêu thầy dấu bé ba :)),0,train,False,False
Xem bực mình thêm,0,train,False,False
Hoàng Thu Trang,0,train,False,False
Là xui rồi đấy chứ kkk,0,train,False,False
Nhật Nam áo đỏ chứng tỏ iu anh :v,0,train,False,False
Đập đá ít thôi thầy,0,train,False,False
Chào abe,0,train,False,False
Già ba toang rồi ông giáo ạ,0,train,False,False
Tú là con đĩ của aBe hãy gọi aBe là Daddy điiiiii,0,train,False,False
Đặng Trà có vài trang giả có y sì cái codesite như của garena mà,0,train,False,False
OK thầy iu,0,train,False,False
Tăng lương cho edit abe ơi :)))),0,train,False,False
đíu tin được luôn =)))))))),1,train,False,False
Mua 3 game đó bao nhiêu tiền v thầy ?,0,train,False,False
Bén như cái chén :v,0,train,False,False
Nhận tin Tú đang bị nguy hiểm Abe Sài Gòn bỏ đi,0,train,False,False
Mỗi lần thầy cười là e lại cười theo,0,train,False,False
Ae cho mình hỏi làm sao mua khô gà vậy??,0,train,False,False
có cái áo đẹp mà cứ dấu 🤣🤣,0,train,False,False
Tránh ra để thầy thể hiện 😁,0,train,False,False
Thời xưa thầy có chơi bờ chơi bụi không vậy,0,train,False,False
Hài vcl. Buồn mà xem video của Thầy là muốn tự tử :)),2,train,False,False
Ai thích bé này hơm :)))),0,train,False,False
Thay Ngu,2,train,False,False
Thực ra abe chỉ ngồi chỉ đạo thôi bàn phím vs chuột đều là do cường 7 núi cầm,0,train,False,False
Hè năm ngoái à :)))),0,train,False,False
ủa sao vô game kh thấy đâu :((,0,train,False,False
"Bạn nào ủng hộ mình với , please 🥺🙏",0,train,False,False
Cà khịa,0,train,False,False
Buồn của Thầy,0,train,False,False
Kkk,0,train,False,False
😂😂😂😂,0,train,False,False
Huy Quang Nguyễn chuẩn bị đi học chưa bạn tôi ??,0,train,False,False
Có link cho xem với mấy bạn,0,train,False,False
Tiền đâu mua thầy ơi áo đắt vãi đái,0,train,False,False
"mấy đứa đừng khen thầy nữa nha, thầy không thích vậy đâu",0,train,False,False
kiếm tiền xài tết hả thầy 😎😎,0,train,False,False
Comment,0,train,False,False
ok tkay jao bar bezt daxau,0,train,False,False
Lê Văn Quật xin video bạn ơi,0,train,False,False
Chúc abe 20/10 vui nha,0,train,False,False
Bambou Sacré đang buồn nghe cái này chắc chết cười :)))))))))))))))),0,train,False,False
Chiều pick susan nha thầy <3,0,train,False,False
hay quá abe,0,train,False,False
chi phối cả thế giới 🤧,0,train,False,False
Tùng Lê này lâu rồi,0,train,False,False
Ms bán da heo hả abe,0,train,False,False
cà khịa t chém,1,train,False,False
abe cứu Tú,0,train,False,False
nghe thì có vẻ Lý Mạc Sầu nhưng thực tế có vẻ rất Mộ Dung Phục !!,0,train,False,False
Trần Nhật Hoài ai bit,0,train,False,False
Ngửi cho tỉnh đi 3 Gòa,0,train,False,False
Lại Hợp Sâm wtf ?????,1,train,False,False
em lập xong cho thầy r thầy ơi,0,train,False,False
Em chỉ tin mỗi con Susan của thầy thôi,0,train,False,False
Về quê làm vlog đi thầy !!!,0,train,False,False
già mà non :)),1,train,False,False
ai mua đâu mà sale :v,0,train,False,False
Nhật Nam áo đỏ chứng tỏ iu anh :v,0,train,False,False
Nguyễn Lâm Nhật Khoa abe của t mà tụi bây mang ra làm trò đùa v😂😂😂😂,0,train,False,False
Trần Quốc Hưng mi ko thấy thầy tao cướp red à :)))) cướp đc người ta gọi là levi còn như vậy mới là thầy tao :))),0,train,False,False
Ôi thầy em! Thầy là một người thầy rất mẫu mực và tâm huyết. Thầy đưa giáo án từ susan0175 đến giáo án poppy sách phép không sai một phát nào luôn ý :)) Giờ lại đến giáo án dùng tốc biến với phản xạ nhanh như chớp :)) thạt bổ ích làm sao,0,train,False,False
nhờ Thầy đấy thank thầy Thầy Sena :3,0,train,False,False
Thầy ơi em muốn mua khô gà về cho quán bia,0,train,False,False
Đỉnh kout,0,train,False,False
Chào thầy !!! Chơi bê đê không thầy :)),0,train,False,False
Em thì thích nhất môn này của thầy mong thầy ra khoá mới để em học tập thêm ạ,0,train,False,False
Già mà non,1,train,False,False
Like,0,train,False,False
Hé nhô,0,train,False,False
Tiểu tiểu chào abe nhé 😂,0,train,False,False
Thứ bóng dơ,1,train,False,False
Lam Pham Ai Chau add em nữa chị ưi ❤,0,train,False,False
Hoàng Thanh Trung xin clip đi ông,0,train,False,False
tks thầy nha ♥,0,train,False,False
Bùi Cao Minh toang '),0,train,False,False
Xin video ạ,0,train,False,False
Tối nay shop acc thầy Ba sẽ có nhiều acc hơn để chúng ta mua :)),0,train,False,False
có Tú lo mà,0,train,False,False
thầy gê thiệt,0,train,False,False
Idol tuiii,0,train,False,False
Đặng Lê Nguyên Nguyễn Tấn Quí,0,train,False,False
Abe đúng là thật xàm l ;v,2,train,False,False
Nguyễn Bảo Trung t cũng ko bt nữa,0,train,False,False
🙂,0,train,False,False
"Tiền nhiều làm gì ??? Câu hỏi ấy được rất nhiều bạn trẻ và người lớn đã luôn đặt ra , vâng ngày hôm nay tôi xin được trả lời cho câu hỏi của mọi người là tiền nhiều dùng mua Khô Gà Thầy Ba , khô gà nhà thầy ba , rất ngon , đc xé nhỏ vừa miệng , dưới bà",0,train,False,False
Dương Quỳnh 😂,0,train,False,False
Là cô my dù hả thầy,0,train,False,False
Ai nhanh hơn tui,0,train,False,False
1% sức mạnh của team,0,train,False,False
nguyễn liêm nhầm lẫn tai hại,0,train,False,False
Nguyễn Vạn Xuân Nguyên ?,0,train,False,False
Xin video vs b,0,train,False,False
Cô panda đã like + share+ sub,0,train,False,False
Xin nhẹ nha thầy,0,train,False,False
Làm cái giáo án janna ad đi thầy ơi :V,0,train,False,False
:DD,0,train,False,False
Game j v thầy,0,train,False,False
Cực kì thuyết phục 🤣🤣,0,train,False,False
Ủa đáng lí con gà phải là Abe chứ :)),0,train,False,False
Đc huy hiệu đó để làm gì vậy ae,0,train,False,False
😍,0,train,False,False
Phúc Hưng h mới thấy,0,train,False,False
số nhà thầy cần =)),0,train,False,False
Gáp pơ Trung mừ ngón from Sa đéc City,0,train,False,False
Có cái áo sọc mặc Hoài vậy thầy,0,train,False,False
Nguyễn Đức Thủy hại thận,0,train,False,False
Em yêu thầy và yêu các bạn nữa chung lớp nha dấu bé 3,0,train,False,False
Cho hỏi nhận 1 cái 2 lần thì dc thêm cái j ko ?,0,train,False,False
😂😂,0,train,False,False
vinahouse anh 3 :)),0,train,False,False
Cho ABe 🙂,0,train,False,False
Hồ Tuấn KiệtKiệt xóa r ông ơi :)),0,train,False,False
Thầy có nhận đệ tử ko thầy 🙃,0,train,False,False
Để ở đây và k nói gì thêm :)),0,train,False,False
Me too,0,train,False,False
Abe muôn năm,0,train,False,False
xin video với b,0,train,False,False
Hi,0,train,False,False
😞,0,train,False,False
Buồn cho thầy,0,train,False,False
nhanh ề xoá kênh,0,train,False,False
Cực kỳ thuyết phục!!,0,train,False,False
Sao thầy kh múa quạt nhỉ =))),0,train,False,False
Bản này lâu rồi,0,train,False,False
Tính sao abe ?,0,train,False,False
đem hẳn đặc sản ra trình làng,0,train,False,False
Abe thì ghê ồi,0,train,False,False
...,0,train,False,False
Ae cho tôi hỏi nhận ở đâu thế chả biết cái j luôn,0,train,False,False
sale cc à thầy 😆😆,2,train,False,False
Fan thầy lắm đấy 3 heo à,0,train,False,False
Sao anh ba lại dính trong màn hình🤣🤣🤣,0,train,False,False
Cô My ơi ở lại với e đi :)) kệ mẹ thg lozzzz ba gà :)))),2,train,False,False
Cooking oil hân hạnh tài trợ chương trình này =)) hạnh phúc qué,0,train,False,False
pò viên phải ko mn,0,train,False,False
Nghe như bị hiếp dâm vậy đó :)),1,train,False,False
Cà khịa đi xíu thầy vô chửi cm🤦,1,train,False,False
Ai đây abe,0,train,False,False
Anh em nào yếu sly ib e tư vấn nhé 🤒🤒,0,train,False,False
Xin vd bn ơiii,0,train,False,False
Trung khó chịu,0,train,False,False
Ưng không =)),0,train,False,False
1 pha backdoor của shaco làm abe cay cú =))),0,train,False,False
Phá sản r làm đĩ đực thôi abr,1,train,False,False
lÂu lâu đc vắn mà gáy khét quá ông giáo ơi,0,train,False,False
Nghe giọng lứng quá abe,1,train,False,False
Hau Nguyen,0,train,False,False
fan cứng?? thầy lồn cho tao fan cứng chúng mày ạ .. yêu thầy dấu bé ba = )),0,train,False,False
Thầy hỏi Ba thầy xem hồi còn trẻ có làm gì có lỗi với má thầy ko,0,train,False,False
Chơi dream vẫn gặp ABE😀,0,train,False,False
Tao đệ Ba Gà :)),0,train,False,False
Naut phút thứ bao nhieuy6 z,0,train,False,False
Naut phút thứ bao nhieuy6 z,0,train,False,False
Trung Tùng,0,train,False,False
bac gửi em xun video này với,0,train,False,False
Truyền Thái Y chưa mấy đứa >.< thầy còn bệnh nè,0,train,False,False
Vl,0,train,False,False
"Tin anh đi đủ máu ăn bãi đá mà, tin anh đi :)))",0,train,False,False
