free_text,label_id
hôm_nay đảo_ngói nè 😆,0
😌 😌 😌,0
"haiz ,",0
trần_tân_kiệt nghiện cmnr,0
vocal dc k e remix,0
dỗi,0
i love you chu cà_mo : ) ) ),0
kb đẹp chỗ phanh : ( (,1
đẹp ... ko ko bít giới ... ...,0
hôn_gió kiểu 🤣,0
thầy đệ_tử ko thầy 🙃,0
câu 30đ gói 80 : chim độ mixi cm ? ? ?,0
đc ló,0
êii : ) ) ),0
võ thành toàn cảnh khủng_bố đi cướp,0
kkkk,0
nhism ghế,0
đéo ghi .,1
hà_nội ko đc ko mai e viết thư bày_tỏ nguyện_vọng : 3,0
tuyệt_vời,0
thế_vinh linh vật thờ quỷ : đ,0
"8000 like hàng tỷ fb tàu , suy số_lượng óc chó ko : v",2
hồng_sơn nguyễn tui video dc ko,0
hướng tích_cực truyền_tải,0
"đéo mẹ , mc phan_anh lương dân tụi tao ko , hết_lòng lũ , tụi mày đứng kêu_gọi hết_lòng lo dân ko kêu_gọi xong đem cúng mồ mã ông_bà tụi bây , đm tưởng dân ngu lắm .",2
hiển trọng nguyễn_thanh_tuấn,0
đi chủ kênh,0
âu có_thể_loại bóp zái đồng_đội : ) ),0
ánh_sáng đảng quên đi bất_công cuộc_sống . 👌,2
cách_ly khổ_sở trốn_tránh 😶,0
viết tràn_đầy mùi gato 😂 😂 😂,0
"vi_phạm im_re , xong_xuôi rà_soát , pháp_lý chính_thức công_nhận vi_phạm , ko kịp_thời nhân đc câu trl ko , lực_lượng mỏng , kiểm_tra ... @ @",1
tục_tĩu nhân_cách . gỡ vdo đi . ý_nghĩa chẳng khoe,0
hai súc_vật đội đầu cắn hả,2
sale 99 % di_thay 🤰 💔 😢 😾 😣 🤩 😏 😚 ❤ 🤩 🤗 ❤ 😍,0
murad tv vc = ) ) ) ),0
nhường may_mắn,0
hà lội vội,0
trời vl 1,0
lite,0
vĩnh_khang vcl mặt,0
"dạo độ tộc_trưởng nổi_tiếng lắm , đi độ : ) )",0
t đi t vã lắm : ),0
minh_nguyệt,0
"câu vl \ "" lịch_sự - admin lịch_sự . cục_súc - admin dí l ` mặt \ """,2
đảng khuyên đi,0
thoi dai gi ma dan gai an noi vo duyen a,0
e nhung 😔 😔 😔,0
chao chi,0
quốc bịt khẩu_trang nhé_béo,0
vợ say xe oto,0
thoại_trần nhà_quê,2
tâm nguyễn_đọc kỹ r ns,0
lệ : v,0
. ngứa_mồm ak ?,0
trường 🤣 🤣,0
tài chiến,0
"gi ghe wa vay troi , k tuong tuong luon 👎 👎 👎",0
nhược_đại lai sư_tử khắp_phương thiên_hạ thái_bình_phong,0
mã_đức r,0
khẩu_nghiệp chêt mẹ may trời báo may hồi xưa may chửi . bây_giơ trời bao may_đo minh hiếu may gu rang chiu kkkkkk,2
bản_chất con_người ... . xin_lỗi ngàn tha,0
phương_mai vl : ) ) ),0
cực_kì thuyết_phục : v,0
coi thằng ngán thằng ? ? ? : ) ) ),0
địt_mẹ . cười rụng con_mẹ mồm .,2
quốc_trung hè đi gia lai nước_ngoài hê : v vô đak lak nà : v,0
doanh_nghiệp đóng thuế_cả ngàn tỷ lũ ngu chó_đẻ giết chết ! 1 thằng add óc éo chó,2
"tao mong bóng_đá . lu ngu no tràn đường hít khí chết bớt , tỉnh đc .",2
🐔 🐔 🐔,0
dui giây_phút bóp dú bóp lồnn taoo nss cừ bò .,1
shop pe : đi độ phùng,0
"tui nhấn vô nhầm bình_luận , sorry",0
cẩn_thận mãnh_thú m cóngg nhựa : v,0
bảo xuyên rưng_rưng nước_đái . hahaha,1
trăm xúât quà mừng gìau trump oz ! tội nghịêp bọn tư_bản bóc_lột hút máu lao_động đời dell quà mừng mấy cán_bộ dân dân hỉ ! ! ! ! !,2
"hiếu nói_chuyện cười chết , mọc mạc thu_hút",0
yêu thầy yêu lớp nha dấu bé 3,0
sẵn_sàng : ) ) ),0
tường vy khánh_huyền nguyễn nguyễn thảo_nguyên trend : ( (,0
"đừng mong người_ta , chấp_nhận 🙂 🙂 🙂 🙂",0
khúc hương_giang hông . đi alone .,0
page vl,0
lắm mấy đứa,0
ngu chết bệnh_tật j . thắng j,1
chinh nguyen đi chuyên_cơ vn ngừng thị_thực nhập_cảnh,0
cực_kì thuyết_phục,0
sống chậm bồ tèo : ) ),0
cực_kì thuyết_phục .,0
phan_trung hiếu bay nước_ngoài : ) ),0
ae học tiếng tàu đi : 3,0
ăn_mặc thua ng ăn_xin,1
yêu ngại đấy 😴,0
i love you chu rờ mo,0
tết vợ_con đi chs thoii,0
sôi_lửa bỏng kẻ nhận_thức kém_vậy,1
tiên_tri cân,0
xl_e hai . !,0
xã_hội cong,0
sp ok,0
cà_khịa = ) ),0
xin_lỗi khóc_lóc hả,0
"cầm xi_măng , sỏi đá ...",0
minh hiếu chửi nge tai lun ... chửi ! hoan_hô hj,0
nể mấy đứa cmt kêu ghép : > ghép ghép cl nekk ghép,2
việt_nam cảm_hứng iphone,0
"đéo , dự yếu_tố bắt_buộc cười",2
hôm may mấy h bắn_a,0
coi_chừng thuốc_độc sông,0
ngủ,0
ninh trần ninh,0
nguyễn văn_thiện,0
dừng 😌,0
gọi xiên : ) ),0
"xỉu 3 , hên con_nít người_lớn đi r . cười bệnh . 🤣 🤣 🤣",0
chạy đi trượt 1 xải,0
cầu_mong 3 gà tặng quà,0
video,0
"c k k đóng_góp vn , tra gg johnathan hạnh nguyễn đóng_góp kinh_tế vn .",0
nhi_lê,0
trần_dần việt_nam mấy cccđ . tiền việt_nam sống việt_nam sống chết quê đất mẹ thanh_thản .,0
dễ_thương xỉu 🐝 🐝,0
ạc dính ạc lq vip vãi lồn,1
giọt mồ_hôi rơi trang sách,0
yoyo iu,0
. đc,0
mã_hà vao voi,0
đọc chêt cười,0
chửi dell j logic xen chx chx kia vô . ko chửi j,0
bi hòn @ * $ * ',0
bá cháu fb thắm đc zalo đc hihi,0
thầy tụi bay nè,0
admin đánh_rơi não đăng ?,2
toàn chửi ko,0
nc điềm_tĩnh_dạ,0
"nguyễn_thuận , ý_kiến đéo ?",0
"wow , fb mua kính ôm sát chống dịch đi . đeo sếp sếp lương kính đẹp",0
lozz cát .,1
thanhhuy nguyen_dơ vcl = ) ) ),2
haha thầy nằm_mơ hả thầy,0
9x5 = 35 đỗ bách_khoa 2k1 lo_lắng,0
sơn_hòa_with love 🤣,0
trường mk mai dịch cầu giấy hn ựa 🥵,0
cố thầy,0
dễ_thương bé 😌 😌 😌,0
vẻ vui mệt ?,0
tao chả đẹp tý ?,0
chia_buon,0
nghi độ đạo nhái phong_cách lộc idol đoạn đầu clip = ) ) ),0
địt_mẹ mấu . tao nằm hơi đấy : ) ) ) trích sờ trym tối hôm_kia : ) ) ) ),1
@ ron nguyen_bạn trả_lời chi trả_lời : ) ),0
nhà_con nhung đầu heo giàu bắt phạt bồi_thường thiệt_hại . . ko yên dc,2
tết,0
toàn đồng_bạc đi xong đem virus 😃,0
minh hiếu đẹp minh_tinh màn_bạc chúc hiếu đẹp,0
đơm chết mẹ liền : ) ),2
lắm !,0
bao game tầm : ( (,0
"tú_trinh ko chạy_ăn cứt , đb 🙄",2
chúng_nó fan cứng j đấy vl fan cứng cmt nhạt vl : ( (,0
chấm_hỏi,0
đút 30 $,0
thầy_tự đạp_đổ chén cơm thèm cướp : ) yên lành tự_nhiên gáy đấy : 3,0
cô_giáo bình_tĩnh,0
nhọ đội xóc lọ .,0
đóng kín cửa nha . chúc baker hít thở không_khí l ) ) ) ),2
video ad,0
clgv abe !,1
cực_kì thuyết_phục = ) ) ),0
tui chút_ít đấy ô : ) ),0
điểm_danh anh_em cờ đỏ : v,0
huỳnh_bảo dy bít kk 😀 😀 😀,0
toàn mãnh_thú sợ dép lào : ) ),0
"lê_lê : ) ) ) ! k nhoa , k tội thèn",0
ella hồ trần huệtrinh yuri : ) ) ) ),0
"đ * t con_mẹ . cơm đoạn bôi c * * mũi , c * * mèo đức_phan : ) ) )",1
link mấy phút,0
đen lắmmm,0
1 sela cứu : ) ),0
bả nói_chuyện cưng trời 😚,0
tưởng ( đăng_ký lồn ),1
tát mặt thằng soang choảnh kia = ) ) ),1
dúng_dúng đảng soi,0
luật di_ỉa phát o nhiễm moi trường,0
chính_quyền phường làm_ngơ ho bảo_kê kiếm hoa_hồng tụi đánh giầy mất_mặt,0
trần_mai_phương đọc cmt,0
chạ bù cty s_😞,0
nguyễn_thị miền huhu,0
hot_lồn hot_girl,1
kinh_nghiệm fifa 3 nè thầy ...,0
"địt_mẹ xe : "" điều_tra giải_quyết "" . hàng rong giải_quyết lập_tức vấn_nạn xảy . nực_cười vc",2
"bọn vô_học , khoe_khoang thành_tích , viết câu chữ tối nghĩa .",2
văn k fb ầm_ầm : ) ) 🤔,0
gấu kh thầy ?,0
lũ chó lãnh_đạo đcs,2
"tuyên_bố tq , kết_quả vỡ trận",0
phan_thuấn duy_tan hue hien la_du ghii bích_phương = ] ] ] ] ],0
chuẩn,0
😒,0
virut k trừ 1,0
cạnh trang xjh_thế,0
quyen,0
giàu_sao đi thở trời ...,0
trần_trung_tín vãi lồn kkk,1
"mắt tai_nghe quốc_sư dỏi mừng gòi , mốt hài coi gòi ! ! !",0
kia thui,0
mẹ sống vội vợ,0
tuyệt_vời vn cố lãnh_đạo đường_dẫn lối,0
lê nhật_khoa đem cmt lộc sting : v,0
hồng_sơn nguyễn tui video dc ko,0
yêu đẹp,0
chết ỉ ẹ thầy vs : ) ),2
éo biển tức dùm . vn biển đảo ko,0
chó hùa kìa,1
lona trần_sợ mài kao cao_trào ... . ớn ák 😱,0
: ) ) ) ) thằng ngu bảo ngu ko,2
kris_nai đéo mẹ = ) ) ) ) ) ),2
dũng tao hồi gội đầu dạ_hương bây_h,0
nguyễn_thanh = ) ) ),0
mụ thần_kinh,2
cực_kì thuyết_phục !,0
minh hiếu nói_chuyện dể thương minh hiếu đẹp nói_chuyện duyên dả khiếu chưởi lộn nge cười ko nhịnh cười đc chúc minh hiếu đc sức_khỏe_vạn bình an gia_đình hạnh_phúc,0
việt_nam việt nam đá cailoncatkhong lun,2
sub kênh thầy nha mng kênh kênh kĩ_năng nha,0
duyệt ... ✔,0
j ne 0924588259 voi,0
mặt k ưa r vênh_vênh_váo váo,2
"mày chửi lq xong thằng âm_binh 11 lừa trăm triệu , nhục mặt , gậy mày đập mặt_mày , đáng_đời , chửi người_ta mày gánh .",2
tham_nhũng ổn_định 😂 😂,2
< 3,0
đẹp ko nỡ like,0
"bài_học rút : yêu thằng mỹ gốc ấn tụi đa_phần dân it giỏi vãi lìn , tương_lai đc phu_nhân ceo",0
trùng_hợp ngẫu_nhiên,0
xuân_đương xuân đương,0
ae ysl ib e tư_vấn 💪 🏼 💪 🏼,0
mẹ khẩu nghiệp chửi vn nx,0
!,0
phương_august = ) ) ) ),0
nguyễn thị mỹ linh phim cá_mập j,0
ditme = ) ) đỡ gánh tụt quần : >,0
nốt live bọn rê an,2
bảo bố_mẹ bắp chụp : v,0
... quê_hương cầu tre,0
võ_thành_nhân lf,0
hào nguyễn video vs,0
nốn lừng mong_manh,1
u_stab julia jules cesar 7 times .,0
chả hướng đất_nước ko tư_tưởng cs,0
sống chậm anh_em,0
thầy ưiiii,0
trịnh_hà_vy 790k lận 😞 . đầu_tư đi kím tìn,0
đọc cay cay_cay,0
má,0
hề,0
mô phật : ) ) ) ) ) ) trâm mai_phương_mai khánh_ly thủy_tiên,0
gửi panda 1 video thầy,0
hoàng_cdb,0
chủ đầm tôm = ) ),0
tui ban giám_khảo đc trung_bình . . 😀 😀 😀 😀 hôk,0
yêu ❤ ❤,0
abe vailon,1
não hơi đao : v,0
ngọc_trân_an_hạ : ) ) ) ),0
đeo hieu kieu gi,1
chả đẹp,0
tiền sửa_soạn,0
bê đê,1
cv ib mik,0
hoàng huytiến,0
trần_nhật cụ câu : ngu sủa = ) ) ) ) ),1
addf e vs cụ tổ : v,0
ngu sủa ... đầu mê việt_kiều,2
dô văn ! 😂 😂 😂 😂,0
điếm : ) ),1
mặt thớt thớt cmt . ae thông_cảm khuyết_tật tí đê,2
đẹp đội_hình,0
lê_văn quật_minh_hậu,0
lê nhật_trâm ; - ;,0
t_nghi r : ) ) . mâm ông_già bé sam . rảnh hánh chăm đi,2
tao sợ mày : ( ( (,0
"tới_bến , dzìa",0
mái_tự cắt . đuôi cày 6 tiếng giá 600k ưng,0
đại_gia,0
hiến_pháp mỹ,0
troi oi cuoi muon xiu,0
hn thu_nguyên câu mát : ) ),0
bao h tung mv ca_nhạc huyền_thoại,0
bò viên cá viên ngán việt nam há mồm bảo_đảm dân vn biến lỗ mồm thành bể_phốt . nhai ko . 😁 😁 😁,2
hàn gọi lá vn lá chà_bồn .,1
loài ấuhồ tuyên_giáo luận giọng_điệu bưng bô,2
thái_linh hương : ( (,0
@ bé hoan_banana ?,0
đạo_lý nhắc huấn a,0
toàn chân_lí 😆,0
dẻo vàng j den thui vay vàng mien ak,0
việt_nam ... việt nam,0
đỗ_vân cảnh tình,0
lee_sin lol mẹ giáo_án kiểm_soát thầy tú,2
xây thầy,0
rat,0
1 dân bình_thường . khen ủng_hộ . 3 bọn rận chủ rẻ_tiền kiểu dc : ) ),2
t cầu giấy 2 hôm t sợ chết bình_tĩnh,0
tsao lạ đít fai đi thoái mai : ) ) ) ),0
tiền nhân_viên,0
"nghệ_tĩnh trùm cm ( trừ cg đỡ ) , mấy gia_đình kia từ_chối ko lạ !",0
k . dem . . . di_benh . vien . de khung . z. . chieu noi . troi,2
vui_ghê,0
quạo nha,0
"hỉ toàn dân ta đoàn_kết , đồng_lòng chiến_thắng ! dân_tộc việt_nam_ta chiến_thắng ! cố vn",0
bảo điệp_viên đcs việt_nam éo : ) ),0
tr ! uống đi giọt nước_đái đắng_cay quần,1
hạ_lam ủng_hộ ây ti_em like video ây ti_em thay_vì dislike video jack,0
"nhnn , thằng son_đổi usd số_lượng tiền việt_kìa . dân đổi 100usd đè phạt 90tr , thằng cán_bộ đổi mấy triệu usd xe chở tiền lùi tận cửa phòng ... pháp_luật phân_biệt đối_xử vcl",2
xuất_sắc vc cụ,0
tk gửi tiền,0
ngta giau goy bi giat tien co nguoi lai . . tui danh dum dc co 400tr bi chug giat me ... aaaaa,0
"đạo_đức giả hành_trang , quan . lộ_trình quan_lộ .",2
lớp du chu cờ mo hiếuuu 💁 ‍ ♀ ️ ❤ 🙆 ‍ ♀ ️,0
trời_ơi miệng cá_lóc chùi đít oe,2
* bùmmmm * hôm_nay ao làng : ) ) ),0
nha tri say san tran dan sap xuong lo,0
tao mong kỷ_luật,1
7 - 8 triệu ko tiền cơm cua tôm trừ_bữa,0
vl anh_em độ đông thế_cơ = ) ) y_sì,1
tứ đôi thông nha = ) ),0
đợi thầy mãi : (,0
đo tui bey lam gio ban hoi,2
trưởng_thành chiều = ) ),0
kỹ mặc đàn_ông ghê,0
nội m,1
lão tập chả . dân biểu_tình phản_đối,2
huy_hoàng like động_viên ny =,0
non thầy,2
thí chốt,0
thiệt đẹp gái . hai hòn_dái .,2
cảm_giác bệnh_nhân đc hiến máu,0
thắm áo chống nắng lo tiền đồ_án tốt_nghiệp lãi e mời ốc not rịu đừng xoá cmt huhu : ( (,0
bánh mỳ,0
ong chac co van de roi,0
"thiên_đường , lột dân chừng ko quần",2
hoà_bình_công_lý ? làm_loạn : 3,0
hoàng_bomi cường trần haha nha 2 đứa,0
đc = ) ),0
vụ 90 % hát sai ?,0
chi la vang ngoc vao qui,0
tao thiệt ... tao bây hằng hằng . . . . tao éo . . lũ óc chó,2
"thằng don nguyễn dv hài bắt hả ? tụi kết_hợp hàng giả lũng_đoạn thị_trường , lừa_đảo tiêu_dùng . uy_tín nhà_nước vn. đề_nghị công_an vào_cuộc bắt bọn . đồng_ý lên_tiếng . bọn bọn lừa_đảo tội_phạm kinh_tế",2
nguyễn_quốc_an gam bagà,0
""" vay lồn vay lắm "" - _ -",1
phản_dame cực gắt - ) ),0
ko tâm_sự : ) ),0
chí_bảo nhung cc,2
chào ốc,0
"pê đê nhục , miệng sửa chó , đầu ngu bò , thân bóng vàng_mã dơ kkkk",2
ko đòi ...,0
lê_nhân_trí_tín_lầy ghê .,0
vui ... ! ! ! !,0
paula lưu bh ăn_chay : ) ) ),0
bóng lải 🤣,0
cực_kì thuyết_phục ❤,0
"tụi chết , rút kinh_nghiệm nè , rút kinh_nghiệm chết tụi bây . vn dám bậy_bạ .",0
tuấn thượng_đẳng : ) ),0
"ăn_mặc đụng hàng , .",1
tiên trị khoe_khoang cú ! người_ta tiên trị bằn tâm_linh kết_hợp . giọng trơ_trơ không_thể_hiện chút tâm_linh nao toát .,0
xau_cai mieng nhu cai lon nguoi ta cco thang,1
like nhiệt_tình stt ad ( y ),0
"đấu_tố trưởng phường , công_an , cskv chủ_tịch",0
"tào tháo - "" báo_nói suy ngược_lại chính_xác "" : ) ) ) )",0
đừng thời_tiết lừa a,0
chui_háng bố độ 😂 😂 😂,0
cay vl lew lew,1
hello minh_hieu de thuong noi chuyen giong_hy vui,0
thần_quyền trần dần súng bắn kg trúng . dao chặt kg đứt . sợ dao đâm chết nhăn_răng,0
bữa thở đóng thuế,0
atm cao_lãnh hân_hạnh tài_trợ chương_trình = ) ),0
fan cứng,0
chán,1
chụp ảnh muộn . toàn nóii tương_lai_thế,0
vãi l : v,0
dễ_thương ❤ ️ ❤ ️ ❤ ️,0
trường atlantic ib b,0
chào_mừng danh_hài 3 / / / vn nha,0
giao_thông ko nam duyệt hầy . nguyễn thái học,0
ấu dâm vãi lz hèn phương linh bốc phốt = ) ) ),1
hân_hạnh giới_thiệu nghệ_sĩ hài 1 làng esport việt,0
a phòng tạm giam đỡ ngột_ngạt = ) ),2
z đay la,0
cây_bút siêu cutee : ) ),0
xã_hội ... .,0
uống miếng tiếp nha ~ ~ : ) ),0
from đen with love,0
đầu đ chả thề non hẹn biển yêu lộ,1
trả_góp xs max iphone 11 r : ) ),0
để_ý marinboy kiểu díu díu phê phê nhá = ) ) ) ) ),0
sela buff sm abee,0
"chặt chồng đôi heo đỏ , tứ_quý : ) ) ) ) mulan ấm r : ) ) ) )",0
hoàng_hôn đôi_khi lỡ hẹn chân_trời ❤ ️ no1 🙆 🏻 ‍ ♀ ️,0
đi đem susan nha thầy : ) ),0
già đầu non : ) ) ) ),2
đung la chi co khac,0
sam bụng đói bủn_rủn tay_chân nha .,0
anh_em ko gọi gà kêu pro = ) ),0
tiên_tri diễn_viên,0
e nghĩa chao chi vang ngoc,0
"ăn_ở cua_vàng , hạ_long đấy 🙂 ko lẽ wifi địa_phủ mạnh_vậy ?",0
t cừi 2 tiếng dấu_hiệu dừng,0
tạm,0
nụ cười . . ngừng giọng vô_lý,0
mê chim mê dzú chính_trị vận_mệnh quốc_gia,1
mặt tấu hài bé 🤣,0
huyền khánh_phùng bố ỉa đc cức k . . sói said,0
tết tết đi : ),0
sống chậm : ) ) ) ) ),0
khai_giảng 3 = ),0
nghỉ : ),0
thầy xúc_động ',0
thầy sử lí pha = ) ) ),0
họa_tiết tinh_tế : ) ),0
co hình_ảnh mấy nầy ng kênh youtube há,0
phượng nguyễn đừng zị .,0
r a,0
loan võ_okeee xinh_xắn nha : 3,0
táo k đẩu,0
vtv1 tẩy chai đỉ trần_mu,2
lũ khốn_nạn . rút sạch sương máu dân,1
thử tóc đi : ) ),0
mé cười ỉa 😁 😁 😁 😁 😁,0
hóng b52 debut j97,0
"tán bảo đợi ôn thi , 2 mí thi đợi thằng bé phép đợi ,",0
"hn kb dính k , chả công_bố tình_hình .",0
hai giọt,0
"husband love , want to eat noodle duck tiềm . minh_tran",0
hy_vọng ko sai : (,0
hút thuốc ... panda đơm bể đầu yeah,0
trung đái_dầm,0
nguyễn_ngọc_phương ảo xui xui vô đối,0
ae sống chậm đi,0
b52 lứng b52_i,0
tao đéo chửi vl . niềm vui vl ô : ) ),0
trẻ trâu = ) ) ),0
"việt_tân ccc , đéo , mày đéo sủa nhăng sủa cuội tao",2
cực_kì thuyết_phục ! 😌,0
tưởng linh_vật team : ) ),0
gầy đi . tóc bạc . khổ_thân .,0
chi oi,0
chuc van su nhu y,0
đợi thầy tin_vui anh_em gr đợi thầy,0
: v,0
nuôi ? ? ?,0
like nha < 3,0
họa miệng,1
lì_xì ! ! !,0
dcm mồm đứa dám rủa tau codonqua .,2
hưng_vlog thơm đc mấy tiếng,0
đéo ; (,1
tia chớp : ) ),0
mimi nguyen_z an_toàn nhe cưng,0
tâm ngô_e ko . nướng mùi khét khét ko ngon,0
già nói_chuyện mất_dạy . củng thục lưởi hêt nói_chuyện . tiền vải chùi l,2
"tuyên_dương a csgt . đm a , bài_bạc gái gú đầu bùi a",2
gửi mấy bé sống vs sống chậm,0
hi bức_xúc chửi hả hơi,0
is nghèo sim mua boom : ' (,0
2013 ad . 2016 tụi nè,0
"nhà_nước cố_gắng gồng chống dịch tốn_kém tiền , kéo_theo thiệt_hại kinh_tế bao ngành , dân vn ko góp công_sức công_cuộc dập dịch đừng ý_thức vất_vả .",0
văn coi xong lag,0
"mong trần dần đc mùa dịch sống diễn hài đồng_bào vn , thui buồn lắm",0
"thương thầy , thầy sela",0
đỉnh 👏 👏 ❤ ❤,0
cực_kì thuyết_phục,0
ấn_tượng vs bút,0
công_nhận đâm chuẩn,0
"như_vầy : loài nuôi heo , bò , gà , ... . . chó , chủ_yếu chó người_ta bắt trộm , hành_động cực_kì vô nhân_đạo .",0
trèo ngã đau thầy ngu,2
ló thầy,0
đm train cuccut vô quất 1 hơi 3 - 0 sợ : v,1
huyền khánh_phùng đấy độ,0
phồn_hoa đồng_ruộng ?,0
"hiệp đinh não tư_cách , , hạ_cấp , m mày , bệnh",2
tài lãnh_đạo khéo_léo ta ?,0
hải_yến mày rảnh đấy . bảo chán = ) ) điên thiên_hạ,2
thằng ad sinh rút kịp,0
"bói ma , quét rác",0
khá_tú,0
chán đời v ~,0
xong mặt thành 😆,0
t_coi 10 . m ? ? ?,0
darling nguyễn kkk,0
đeo xong kéo,0
quần_hungchim : v,0
nổi_khùng 😓,0
dạo thịt mèo đắt_giá : ) ),0
xạo khổ cú giàu,2
"ny thức thức đêm stream : ) đêm ban_ngày bật , trông hèn lắm",0
page rần rà rùi thành ổ phản_động ... unlike,0
yêu thầy dấu bé 3 😊 😊,0
tụi bay nỡ cướp miếng cơm thầy : ) thầy 😞,0
a_loooo,0
đón tết tây nè ^ ^,0
thông đứa trẻ vị thành_niên cú sốc .,0
cà_khịa cực,0
nguyễn_bá quang cày_cuốc lẩu phan : ) ) ),0
tam than my co giam dinh than kinh ong chua ?,2
minh_man le harry_otter học mốt đi rãi dạo ko danh_dự nè : ) ),0
kim_phung chính_xác nha ghê lun,0
top 1 thịnh_hành đương_nhiên 😊 😊 😊,0
mấy đứa chê bánh_mì xanh_cỏ r,2
"đi máu bãi đá , đi : ) ) )",0
tú vui,0
ml nhung,2
trúc thư_hỏa_thiêu đi,2
thằng búa liềm,2
hai : ) ),0
chữ ! mua,1
khói dm giốg vãi loz mặt,1
cay_vãi c * * *,1
"chó ĩa gà canh "" giải_thích hộ "" !",0
nam triều_tiên top miss hoa_hậu covid - 19 rồii,0
nguyễn_quốc_vinh t vả m phát,0
vạch loz vs,1
trần đòn e linda đụng linda chửi phụ vụ linda khôn im ngu ngục nỗi lun,0
khùng r 🤪 😨 tiền giựt tiền minh hiếu 🤣 🤣,1
"trận lượt_đi , lượt trận thắng trận . cố ! ! !",0
ngứa_mắt vc : v,1
linh_vũ_mốt chụp hình dáng kiểu nẹ,0
trang myhan nho lém,0
"t như_vầy , mẹ 1 bọn fb ms phản_hồi acc : ) ) )",0
ホアン ラム ・ m dô acc xog kêu akhah chấp niệm phật cầu thành_công đi,0
trần dần . ko_cụ_thể ! ! ! ?,0
cánh hoa,0
thoại_trần,0
troi oi toi thay cai dan ko dan dan giong dan giong quy that,2
huyền sạc : ) ) tửng : ) ) clip tửng hâhhahah,0
chủ xe đc bảo_hiểm đền nguyên xe cóng r,0
"bố bố , khều donate .",0
vui bóp vú đường 🤭 🤭 🤭,1
bệnh_nhân đc truyền 😢,0
nguyễn_văn_nam vẽ 1,0
quan_chức lương ta . ng ng quan toàn nhà_lầu xe_hơi . lạ .,1
cực_kì thuyết_phục 😁,0
nói_gì báo đảng đáo,1
mk sớm_muộn thành tỷ_phú mk mơ chuẩn bắt độc_đắc,0
chả fan cứng = ) ),0
"vụ mng hóng , xe phu_nhân tô húy ko xe công xe tư ( báo sạch )",0
tung_nguyen sợ bất lịch_sự khách_hàng,0
oke thầy !,0
"hồi đi học chữ tự_mãn , đại , tự_kiêu . . 75 chữ tự_hào xài hơi ... điện_thoại thông_minh chữ sướng . . bi dlv ak 47 làm_giàu ngữ vựng vn chữ nhục . định phép anh_chị ảnh nhục kia tui . . ké hong ? 🧐",2
đọc cmt cười chảy nước_mắt : ) ) ),0
hợp_lí vl : ( (,0
huỳnh_châu chết thầy tui,0
khánh ca_sĩ hả 😽,0
ad . ad bạy . đa_phần đăng_ký free e ko đóng tiền mạng 9,0
"\ "" link mua bút , anh_em \ "" ! ! !",0
uầy . hằng nướng thỏ kìa đỗ_giang 🤣,0
điếu thuốc_lào nâng sĩ_diện,0
"chân_thật , dễ_thương trời . câu , hi_vọng sống vui_khỏe hạnh_phúc ước_mơ . yêu 😘",0
😞 tập gym,0
a viết sai chính_tả dấu - đi 😑 😑 ( 78t ),0
abe 7 chửi bậy tiếng việt đc,0
lz ma no = ) ),1
chúc_mừng thầy : 3,0
bộ_hạ,0
lệ_hằng bữa trúng nguyền chặt heo,0
facebook lan kiếm hoài,0
biểu_cảm 1 thanh_niên ra_rìa,0
tóc rừng rậm nhiệt_đới độ,0
quà tặng vlt - ) ),0
"fan cứng abe , nghèo toàn chùa 🤣",0
vô văn_hoá vl nè = ) ) ) ),1
hẹn mấy đứa do1 - samsung - secc gamecon2019 ! ! !,0
nguyen_tran_lan loz me : ) ),2
bảo đéo yêu đi,0
riết page xàm lồn vãi o . o chửi chửi . chửi chửi . vẹo chửi . sai chửi chửi . thành chí phèo cmnr,2
phạm văn_lộc idol viết sai kìa 🙄 😆,0
câu sạo lon hợp_lý độ_phùng : ) ),0
thầy chụp ảnh giang cốt ! giới_thiệu thầy_giáo_án susan 😂,0
thanhhuy nguyen_vcl,1
thu for u,0
lam pham chau add,0
lung_linh,0
túi_xách độ,0
trần_vỹ mày đi học phân_biệt đạo nhái khinh,2
tiên_tri bắt oi,1
phan_thị_huyền_trang dép mua zạ bạnnnnnnn,0
rấtt 🙂,0
huỳnh_châu a a ng iu ? nhầm a ụ 😁,0
bàn_tán sôi_nổi ae,0
bắn hẳn 8000 viên k trúng,0
may ranh an roi lenh chui chui_lai,0
video . 😂,0
úc hung_vu,0
ok abe : - ),0
đầu trận hùng_hổ vđ,1
"quang_vinh le bọn cẩu tham_quan triệu đô bu , đám bò đỏ vẹo bu cụ ngoại nhồi_sọ tẩy_não",2
võ thành toàn màn solo,0
mốt xe đem 1 phao phòng trường_hợp té ao,0
dự_án ngot_hóa đồng băng sông cửu_long 80 phấn . dân phá lãnh_đạo khóc dân dân phá nuôi tôm kêu lạnh đạo \,0
múa dasua nha_thầy,0
1 câu_chuyện bùn ) ),0
sự_thật chẳng chế_độ độc_tài sập mong,2
phạm trungg thằng ngu mấy chó rách ! ',2
1 điếu k - atm cao_lãnh = ) ),0
nguyễn_nghĩa mi mô ko nứng,2
phan_anh 5 tỷ đấy : ) ),0
. . 😀 😀,0
đi cán bọi bắt trăm triệu chạy_án mong yên_ổn = ) ),0
đek lê_văn_tám chậm . : v,1
hát k m. n 😂,0
dị_ứng thằng_cha,2
cẫm tiền đùnge b * câu đi_ngoài đường nha ; ) ) ),0
đệt ! = ) ),1
